image_id,a,b,c,d,true_label,unicode
20,719.0,543.0,25.0,35.0,日,U+65E5
20,1094.0,931.0,60.0,55.0,先,U+5148
20,901.0,980.0,50.0,46.0,先,U+5148
20,1104.0,983.0,39.0,20.0,王,U+738B
20,909.0,1018.0,33.0,30.0,王,U+738B
20,1101.0,1005.0,66.0,56.0,親,U+89AA
20,1047.0,199.0,47.0,77.0,考,U+8003
20,1044.0,320.0,57.0,52.0,經,U+7D93
20,1046.0,410.0,46.0,34.0,下,U+4E0B
20,1042.0,448.0,60.0,51.0,詢,U+8A62
20,1039.0,497.0,51.0,34.0,諸,U+8AF8
20,320.0,971.0,59.0,41.0,諸,U+8AF8
20,1052.0,525.0,29.0,33.0,臣,U+81E3
20,969.0,589.0,44.0,40.0,臣,U+81E3
20,639.0,618.0,41.0,46.0,臣,U+81E3
20,1035.0,554.0,47.0,40.0,非,U+975E
20,1034.0,593.0,44.0,39.0,止,U+6B62
20,1021.0,623.0,56.0,34.0,一,U+4E00
20,762.0,523.0,53.0,29.0,一,U+4E00
20,1031.0,648.0,46.0,47.0,再,U+518D
20,1035.0,726.0,49.0,41.0,至,U+81F3
20,1029.0,766.0,61.0,45.0,誠,U+8AA0
20,1033.0,831.0,62.0,59.0,敎,U+654E
20,1034.0,893.0,50.0,34.0,丁,U+4E01
20,1030.0,922.0,52.0,56.0,寧,U+5BE7
20,1042.0,973.0,50.0,27.0,反,U+53CD
20,1034.0,1000.0,61.0,53.0,復,U+5FA9
20,979.0,207.0,45.0,48.0,苟,U+82DF
20,985.0,254.0,37.0,38.0,有,U+6709
20,976.0,320.0,63.0,67.0,泯,U+6CEF
20,976.0,475.0,51.0,44.0,性,U+6027
20,973.0,523.0,39.0,36.0,爲,U+7232
20,972.0,794.0,42.0,41.0,爲,U+7232
20,650.0,752.0,41.0,29.0,爲,U+7232
20,520.0,685.0,30.0,31.0,爲,U+7232
20,385.0,904.0,45.0,39.0,爲,U+7232
20,974.0,626.0,33.0,35.0,子,U+5B50
20,972.0,659.0,45.0,37.0,者,U+8005
20,390.0,692.0,39.0,32.0,者,U+8005
20,966.0,750.0,55.0,46.0,敢,U+6562
20,964.0,837.0,46.0,39.0,欺,U+6B3A
20,967.0,873.0,47.0,58.0,罔,U+7F54
20,965.0,961.0,29.0,35.0,言,U+8A00
20,513.0,359.0,29.0,33.0,言,U+8A00
20,980.0,962.0,34.0,46.0,十,U+5341
20,780.0,893.0,39.0,31.0,十,U+5341
20,899.0,210.0,61.0,61.0,壽,U+58FD
20,584.0,808.0,51.0,54.0,壽,U+58FD
20,513.0,432.0,38.0,37.0,壽,U+58FD
20,886.0,270.0,74.0,57.0,興,U+8208
20,582.0,862.0,56.0,48.0,興,U+8208
20,905.0,324.0,61.0,59.0,受,U+53D7
20,914.0,449.0,37.0,31.0,厚,U+539A
20,903.0,485.0,52.0,53.0,恩,U+6069
20,892.0,537.0,65.0,49.0,致,U+81F4
20,900.0,581.0,49.0,47.0,位,U+4F4D
20,913.0,624.0,39.0,45.0,首,U+9996
20,905.0,671.0,50.0,57.0,相,U+76F8
20,897.0,725.0,59.0,41.0,終,U+7D42
20,891.0,818.0,60.0,55.0,實,U+5BE6
20,770.0,804.0,50.0,51.0,實,U+5BE6
20,380.0,721.0,51.0,49.0,實,U+5BE6
20,310.0,255.0,47.0,41.0,實,U+5BE6
20,893.0,894.0,59.0,64.0,對,U+5C0D
20,764.0,243.0,50.0,46.0,特,U+7279
20,440.0,549.0,50.0,42.0,特,U+7279
20,761.0,284.0,66.0,41.0,命,U+547D
20,582.0,996.0,70.0,75.0,命,U+547D
20,762.0,324.0,49.0,42.0,編,U+7DE8
20,768.0,366.0,53.0,33.0,配,U+914D
20,567.0,637.0,57.0,44.0,配,U+914D
20,796.0,388.0,37.0,44.0,夫,U+592B
20,770.0,473.0,32.0,30.0,出,U+51FA
20,770.0,544.0,40.0,34.0,時,U+6642
20,447.0,678.0,45.0,40.0,時,U+6642
20,385.0,431.0,40.0,37.0,時,U+6642
20,397.0,1015.0,42.0,51.0,時,U+6642
20,314.0,435.0,41.0,31.0,時,U+6642
20,768.0,576.0,41.0,52.0,雷,U+F949
20,767.0,627.0,39.0,53.0,霆,U+9706
20,771.0,701.0,47.0,61.0,威,U+5A01
20,790.0,921.0,35.0,32.0,分,U+5206
20,787.0,949.0,35.0,41.0,參,U+F96B
20,790.0,988.0,40.0,47.0,商,U+5546
20,689.0,237.0,56.0,42.0,施,U+65BD
20,696.0,279.0,54.0,35.0,的,U+7684
20,696.0,372.0,51.0,45.0,律,U+5F8B
20,718.0,925.0,48.0,43.0,聖,U+8056
20,718.0,967.0,48.0,70.0,明,U+660E
20,620.0,197.0,59.0,53.0,汲,U+6C72
20,629.0,263.0,53.0,47.0,放,U+653E
20,585.0,908.0,51.0,41.0,放,U+653E
20,633.0,305.0,48.0,42.0,釋,U+91CB
20,591.0,946.0,48.0,44.0,釋,U+91CB
20,643.0,578.0,42.0,42.0,此,U+6B64
20,570.0,234.0,40.0,46.0,此,U+6B64
20,639.0,662.0,53.0,56.0,竊,U+7ACA
20,642.0,853.0,63.0,32.0,也,U+4E5F
20,384.0,943.0,39.0,48.0,也,U+4E5F
20,656.0,888.0,36.0,35.0,公,U+516C
20,649.0,961.0,55.0,48.0,拂,U+62C2
20,657.0,1006.0,55.0,53.0,鬱,U+9B31
20,570.0,203.0,30.0,30.0,自,U+81EA
20,561.0,282.0,56.0,37.0,必,U+5FC5
20,564.0,315.0,59.0,56.0,甚,U+751A
20,568.0,429.0,49.0,40.0,還,U+9084
20,569.0,465.0,57.0,58.0,收,U+6536
20,580.0,512.0,37.0,42.0,春,U+6625
20,589.0,555.0,32.0,37.0,川,U+5DDD
20,583.0,682.0,43.0,36.0,罪,U+7F6A
20,427.0,1002.0,31.0,28.0,罪,U+7F6A
20,323.0,866.0,52.0,47.0,罪,U+7F6A
20,581.0,752.0,58.0,58.0,金,U+91D1
20,505.0,265.0,51.0,39.0,允,U+5141
20,510.0,467.0,43.0,62.0,慶,U+6176
20,515.0,775.0,48.0,37.0,但,U+4F46
20,440.0,269.0,38.0,41.0,居,U+5C45
20,444.0,310.0,36.0,26.0,在,U+5728
20,443.0,336.0,39.0,32.0,鄕,U+9115
20,443.0,361.0,44.0,36.0,曲,U+66F2
20,445.0,394.0,37.0,44.0,多,U+591A
20,449.0,434.0,33.0,24.0,行,U+884C
20,445.0,487.0,49.0,42.0,義,U+7FA9
20,444.0,611.0,48.0,34.0,附,U+9644
20,446.0,640.0,52.0,38.0,託,U+8A17
20,444.0,712.0,54.0,47.0,烈,U+F99F
20,297.0,211.0,69.0,52.0,烈,U+F99F
20,300.0,466.0,61.0,40.0,烈,U+F99F
20,450.0,772.0,49.0,33.0,故,U+6545
20,446.0,811.0,52.0,47.0,猥,U+7325
20,449.0,860.0,53.0,59.0,厠,U+53A0
20,459.0,950.0,41.0,39.0,賢,U+8CE2
20,464.0,1013.0,42.0,55.0,列,U+F99C
20,412.0,224.0,28.0,30.0,及,U+53CA
20,383.0,255.0,39.0,36.0,己,U+5DF1
20,376.0,284.0,48.0,49.0,亥,U+4EA5
20,381.0,460.0,49.0,70.0,傅,U+5085
20,379.0,613.0,54.0,55.0,成,U+6210
20,429.0,925.0,22.0,30.0,若,U+82E5
20,432.0,1025.0,32.0,38.0,犯,U+72AF
20,399.0,982.0,27.0,32.0,與,U+8207
20,323.0,337.0,33.0,43.0,差,U+5DEE
20,324.0,382.0,34.0,29.0,等,U+7B49
20,348.0,500.0,31.0,37.0,旣,U+65E3
20,301.0,526.0,71.0,88.0,竄,U+7AC4
20,311.0,609.0,49.0,34.0,則,U+5247
20,314.0,725.0,52.0,46.0,何,U+4F55
20,310.0,767.0,61.0,53.0,獨,U+7368
20,316.0,914.0,66.0,53.0,揆,U+63C6
20,324.0,1042.0,54.0,32.0,理,U+7406
22,1465.0,195.0,62.0,49.0,其,U+5176
22,1459.0,833.0,63.0,45.0,其,U+5176
22,1452.0,1010.0,48.0,46.0,其,U+5176
22,1190.0,190.0,35.0,43.0,其,U+5176
22,612.0,1007.0,39.0,42.0,其,U+5176
22,455.0,232.0,48.0,46.0,其,U+5176
22,1490.0,251.0,35.0,36.0,子,U+5B50
22,1472.0,879.0,37.0,29.0,子,U+5B50
22,1393.0,858.0,40.0,19.0,子,U+5B50
22,1396.0,953.0,42.0,25.0,子,U+5B50
22,1470.0,325.0,67.0,51.0,基,U+57FA
22,1470.0,405.0,65.0,68.0,基,U+57FA
22,1477.0,475.0,56.0,65.0,基,U+57FA
22,1420.0,222.0,43.0,66.0,基,U+57FA
22,1414.0,337.0,47.0,45.0,基,U+57FA
22,1472.0,538.0,61.0,32.0,相,U+76F8
22,1407.0,382.0,52.0,47.0,相,U+76F8
22,998.0,525.0,41.0,65.0,相,U+76F8
22,533.0,968.0,51.0,50.0,相,U+76F8
22,1491.0,563.0,46.0,47.0,兄,U+5144
22,1419.0,429.0,47.0,30.0,兄,U+5144
22,1402.0,817.0,60.0,30.0,兄,U+5144
22,1222.0,899.0,69.0,40.0,兄,U+5144
22,1109.0,542.0,63.0,48.0,兄,U+5144
22,1111.0,916.0,33.0,34.0,兄,U+5144
22,791.0,229.0,48.0,40.0,兄,U+5144
22,1470.0,592.0,55.0,48.0,又,U+53C8
22,1459.0,629.0,61.0,38.0,訪,U+8A2A
22,1170.0,769.0,44.0,47.0,訪,U+8A2A
22,1467.0,660.0,52.0,48.0,宋,U+5B8B
22,1466.0,697.0,62.0,52.0,進,U+9032
22,1468.0,736.0,49.0,34.0,士,U+58EB
22,1176.0,568.0,38.0,26.0,士,U+58EB
22,1101.0,681.0,56.0,22.0,士,U+58EB
22,1456.0,763.0,69.0,39.0,世,U+4E16
22,1463.0,792.0,57.0,50.0,弼,U+5F3C
22,1451.0,1056.0,56.0,41.0,孫,U+5B6B
22,1406.0,296.0,51.0,40.0,學,U+5B78
22,1416.0,451.0,36.0,54.0,夕,U+5915
22,1399.0,499.0,74.0,40.0,投,U+6295
22,1406.0,537.0,60.0,59.0,椧,U+6927
22,1407.0,588.0,60.0,51.0,谷,U+8C37
22,1401.0,629.0,54.0,63.0,拜,U+62DC
22,1158.0,836.0,51.0,40.0,拜,U+62DC
22,1065.0,282.0,46.0,58.0,拜,U+62DC
22,728.0,820.0,52.0,31.0,拜,U+62DC
22,1440.0,678.0,28.0,38.0,表,U+8868
22,1400.0,700.0,52.0,44.0,叔,U+53D4
22,1046.0,512.0,56.0,39.0,叔,U+53D4
22,1401.0,746.0,62.0,27.0,母,U+6BCD
22,1398.0,779.0,52.0,33.0,從,U+5F9E
22,1203.0,879.0,64.0,34.0,從,U+5F9E
22,1157.0,878.0,47.0,39.0,從,U+5F9E
22,1159.0,1041.0,48.0,44.0,從,U+5F9E
22,1110.0,510.0,57.0,41.0,從,U+5F9E
22,978.0,630.0,51.0,44.0,從,U+5F9E
22,1392.0,878.0,66.0,45.0,沆,U+6C86
22,591.0,411.0,55.0,45.0,沆,U+6C86
22,1407.0,919.0,44.0,40.0,氏,U+6C0F
22,1396.0,1012.0,43.0,42.0,氏,U+6C0F
22,1214.0,1006.0,66.0,41.0,氏,U+6C0F
22,1389.0,976.0,44.0,36.0,明,U+660E
22,1354.0,497.0,46.0,60.0,明,U+660E
22,1389.0,1052.0,47.0,38.0,在,U+5728
22,986.0,987.0,48.0,40.0,在,U+5728
22,787.0,478.0,54.0,50.0,在,U+5728
22,789.0,843.0,51.0,35.0,在,U+5728
22,1338.0,190.0,65.0,41.0,地,U+5730
22,1362.0,224.0,34.0,60.0,勢,U+52E2
22,1349.0,295.0,53.0,25.0,幽,U+5E7D
22,1347.0,319.0,49.0,55.0,閑,U+9591
22,1348.0,374.0,45.0,32.0,家,U+5BB6
22,902.0,1027.0,68.0,61.0,家,U+5BB6
22,1346.0,408.0,51.0,40.0,舍,U+820D
22,1348.0,550.0,56.0,59.0,朗,U+6717
22,1326.0,603.0,67.0,56.0,優,U+512A
22,1340.0,649.0,50.0,52.0,游,U+6E38
22,1328.0,699.0,61.0,42.0,適,U+9069
22,1337.0,750.0,57.0,65.0,意,U+610F
22,440.0,730.0,69.0,71.0,意,U+610F
22,1318.0,820.0,68.0,31.0,何,U+4F55
22,722.0,280.0,44.0,42.0,何,U+4F55
22,532.0,857.0,42.0,34.0,何,U+4F55
22,1329.0,849.0,62.0,56.0,羨,U+7FA8
22,1329.0,908.0,55.0,50.0,塵,U+5875
22,1329.0,974.0,61.0,42.0,榮,U+69AE
22,196.0,549.0,61.0,44.0,榮,U+69AE
22,1330.0,1016.0,49.0,47.0,洞,U+6D1E
22,1049.0,232.0,65.0,49.0,洞,U+6D1E
22,1326.0,1063.0,62.0,31.0,內,U+5167
22,1115.0,349.0,55.0,48.0,內,U+5167
22,1290.0,176.0,56.0,47.0,柳,U+67F3
22,1298.0,224.0,46.0,54.0,姓,U+59D3
22,1298.0,273.0,39.0,41.0,中,U+4E2D
22,1293.0,312.0,52.0,32.0,人,U+4EBA
22,1302.0,351.0,44.0,52.0,輩,U+8F29
22,1298.0,405.0,39.0,55.0,來,U+4F86
22,1241.0,433.0,43.0,49.0,來,U+4F86
22,1170.0,725.0,41.0,37.0,來,U+4F86
22,1039.0,935.0,47.0,47.0,來,U+4F86
22,920.0,430.0,63.0,52.0,來,U+4F86
22,782.0,429.0,61.0,55.0,來,U+4F86
22,1297.0,457.0,45.0,44.0,見,U+898B
22,602.0,923.0,43.0,34.0,見,U+898B
22,1228.0,161.0,56.0,37.0,二,U+4E8C
22,303.0,164.0,60.0,31.0,二,U+4E8C
22,251.0,163.0,50.0,31.0,二,U+4E8C
22,202.0,461.0,48.0,25.0,二,U+4E8C
22,1239.0,194.0,48.0,29.0,十,U+5341
22,317.0,206.0,57.0,24.0,十,U+5341
22,252.0,194.0,48.0,27.0,十,U+5341
22,201.0,209.0,45.0,33.0,十,U+5341
22,1236.0,227.0,46.0,25.0,七,U+4E03
22,1246.0,251.0,42.0,42.0,日,U+65E5
22,668.0,587.0,32.0,27.0,日,U+65E5
22,322.0,256.0,37.0,31.0,日,U+65E5
22,259.0,255.0,39.0,33.0,日,U+65E5
22,205.0,242.0,33.0,37.0,日,U+65E5
22,1242.0,279.0,36.0,67.0,庚,U+5E9A
22,1232.0,344.0,52.0,42.0,辰,U+F971
22,1221.0,381.0,67.0,53.0,晴,U+6674
22,320.0,381.0,56.0,78.0,晴,U+6674
22,269.0,404.0,43.0,58.0,晴,U+6674
22,197.0,389.0,60.0,74.0,晴,U+6674
22,1232.0,466.0,50.0,47.0,大,U+5927
22,1232.0,625.0,44.0,42.0,大,U+5927
22,1238.0,513.0,54.0,49.0,麻,U+9EBB
22,1232.0,556.0,62.0,72.0,謁,U+8B01
22,1229.0,667.0,72.0,46.0,宗,U+5B97
22,529.0,309.0,46.0,43.0,宗,U+5B97
22,1231.0,702.0,42.0,61.0,祠,U+7960
22,1223.0,756.0,53.0,47.0,廟,U+5EDF
22,1217.0,804.0,67.0,40.0,仍,U+4ECD
22,1214.0,839.0,53.0,42.0,與,U+8207
22,1106.0,416.0,66.0,40.0,與,U+8207
22,923.0,309.0,36.0,39.0,與,U+8207
22,794.0,792.0,53.0,51.0,與,U+8207
22,1263.0,863.0,33.0,39.0,再,U+518D
22,1161.0,1000.0,46.0,46.0,再,U+518D
22,1114.0,461.0,48.0,48.0,再,U+518D
22,1228.0,937.0,43.0,36.0,君,U+541B
22,1215.0,985.0,55.0,32.0,美,U+7F8E
22,1213.0,1059.0,59.0,25.0,往,U+5F80
22,1180.0,237.0,54.0,52.0,宅,U+FA04
22,1172.0,284.0,54.0,66.0,都,U+90FD
22,788.0,617.0,53.0,45.0,都,U+90FD
22,1183.0,349.0,32.0,38.0,生,U+751F
22,1122.0,254.0,37.0,40.0,生,U+751F
22,1173.0,393.0,48.0,43.0,處,U+8655
22,451.0,586.0,66.0,66.0,處,U+8655
22,1173.0,434.0,53.0,39.0,恒,U+6052
22,1170.0,473.0,55.0,46.0,呂,U+5442
22,1102.0,572.0,55.0,51.0,呂,U+5442
22,923.0,348.0,43.0,42.0,呂,U+5442
22,778.0,306.0,60.0,57.0,呂,U+5442
22,1178.0,515.0,36.0,51.0,齊,U+9F4A
22,1164.0,601.0,46.0,39.0,宜,U+5B9C
22,1160.0,645.0,61.0,28.0,和,U+548C
22,1108.0,726.0,57.0,31.0,和,U+548C
22,1165.0,819.0,39.0,19.0,入,U+5165
22,1095.0,1040.0,66.0,31.0,入,U+5165
22,1149.0,916.0,64.0,50.0,嫂,U+5AC2
22,1162.0,961.0,46.0,49.0,及,U+53CA
22,1059.0,421.0,46.0,39.0,及,U+53CA
22,779.0,259.0,68.0,51.0,及,U+53CA
22,1122.0,169.0,54.0,57.0,姉,U+59C9
22,1128.0,229.0,46.0,39.0,金,U+91D1
22,718.0,490.0,53.0,55.0,金,U+91D1
22,1122.0,299.0,48.0,33.0,垢,U+57A2
22,1119.0,335.0,48.0,18.0,之,U+4E4B
22,1000.0,429.0,38.0,49.0,之,U+4E4B
22,937.0,231.0,35.0,46.0,之,U+4E4B
22,476.0,702.0,30.0,47.0,之,U+4E4B
22,472.0,844.0,29.0,36.0,之,U+4E4B
22,376.0,513.0,68.0,33.0,之,U+4E4B
22,1113.0,397.0,63.0,25.0,也,U+4E5F
22,656.0,517.0,61.0,31.0,也,U+4E5F
22,1100.0,619.0,55.0,61.0,秀,U+79C0
22,1120.0,697.0,38.0,25.0,八,U+516B
22,304.0,221.0,68.0,39.0,八,U+516B
22,1100.0,755.0,60.0,53.0,偕,U+5055
22,1116.0,801.0,34.0,72.0,行,U+884C
22,1109.0,866.0,40.0,58.0,吾,U+543E
22,1099.0,953.0,47.0,32.0,書,U+66F8
22,1102.0,982.0,52.0,62.0,歷,U+6B77
22,1061.0,177.0,47.0,50.0,月,U+6708
22,1058.0,352.0,54.0,40.0,姑,U+59D1
22,967.0,1020.0,72.0,40.0,姑,U+59D1
22,1063.0,389.0,36.0,33.0,主,U+4E3B
22,993.0,1050.0,38.0,46.0,主,U+4E3B
22,1056.0,454.0,45.0,55.0,張,U+5F35
22,1047.0,587.0,48.0,57.0,病,U+75C5
22,1047.0,627.0,43.0,48.0,患,U+60A3
22,1043.0,675.0,56.0,49.0,頗,U+9817
22,1049.0,725.0,53.0,35.0,不,U+F967
22,791.0,989.0,51.0,32.0,不,U+F967
22,461.0,282.0,49.0,32.0,不,U+F967
22,1039.0,752.0,55.0,57.0,輕,U+8F15
22,1032.0,797.0,63.0,51.0,略,U+7565
22,1036.0,854.0,63.0,50.0,敍,U+654D
22,1029.0,892.0,66.0,45.0,近,U+8FD1
22,1043.0,989.0,46.0,84.0,事,U+4E8B
22,528.0,595.0,47.0,39.0,事,U+4E8B
22,987.0,184.0,56.0,40.0,且,U+4E14
22,992.0,233.0,55.0,19.0,以,U+4EE5
22,909.0,278.0,65.0,32.0,以,U+4EE5
22,774.0,186.0,55.0,44.0,以,U+4EE5
22,726.0,639.0,50.0,33.0,以,U+4EE5
22,444.0,478.0,66.0,21.0,以,U+4EE5
22,998.0,259.0,48.0,51.0,藏,U+85CF
22,983.0,308.0,69.0,44.0,怒,U+6012
22,996.0,344.0,47.0,54.0,宿,U+5BBF
22,912.0,593.0,65.0,57.0,宿,U+5BBF
22,976.0,403.0,70.0,37.0,怨,U+6028
22,980.0,473.0,66.0,73.0,戒,U+6212
22,990.0,580.0,53.0,57.0,勉,U+52C9
22,987.0,667.0,46.0,31.0,弟,U+5F1F
22,210.0,493.0,42.0,49.0,弟,U+5F1F
22,984.0,700.0,48.0,41.0,萬,U+842C
22,971.0,779.0,58.0,64.0,萬,U+842C
22,974.0,879.0,51.0,46.0,萬,U+842C
22,976.0,740.0,60.0,47.0,晏,U+664F
22,976.0,829.0,56.0,51.0,用,U+7528
22,974.0,925.0,52.0,59.0,益,U+76CA
22,922.0,184.0,57.0,53.0,留,U+7559
22,898.0,394.0,71.0,30.0,友,U+53CB
22,772.0,342.0,70.0,68.0,友,U+53CB
22,896.0,477.0,88.0,46.0,約,U+7D04
22,909.0,520.0,67.0,78.0,高,U+9AD8
22,214.0,875.0,44.0,38.0,高,U+9AD8
22,913.0,643.0,45.0,39.0,而,U+800C
22,905.0,957.0,58.0,29.0,而,U+800C
22,595.0,851.0,42.0,29.0,而,U+800C
22,908.0,677.0,62.0,38.0,話,U+8A71
22,910.0,718.0,63.0,43.0,故,U+6545
22,528.0,554.0,55.0,43.0,故,U+6545
22,921.0,759.0,46.0,54.0,果,U+679C
22,918.0,800.0,47.0,65.0,昏,U+660F
22,906.0,863.0,65.0,57.0,渡,U+6E21
22,896.0,918.0,62.0,41.0,江,U+6C5F
22,894.0,975.0,69.0,59.0,還,U+9084
22,780.0,402.0,74.0,32.0,已,U+5DF2
22,805.0,517.0,42.0,64.0,矣,U+77E3
22,435.0,867.0,81.0,64.0,矣,U+77E3
22,786.0,667.0,54.0,34.0,司,U+53F8
22,782.0,699.0,64.0,56.0,藝,U+85DD
22,787.0,757.0,59.0,49.0,愼,U+613C
22,788.0,880.0,54.0,39.0,京,U+4EAC
22,728.0,399.0,35.0,49.0,京,U+4EAC
22,825.0,914.0,37.0,32.0,得,U+5F97
22,834.0,942.0,35.0,61.0,疾,U+75BE
22,794.0,925.0,44.0,58.0,卒,U+5352
22,780.0,1029.0,82.0,49.0,起,U+8D77
22,801.0,1075.0,53.0,38.0,云,U+4E91
22,394.0,556.0,50.0,40.0,云,U+4E91
22,705.0,194.0,65.0,31.0,悲,U+60B2
22,705.0,228.0,67.0,47.0,憐,U+6190
22,726.0,325.0,44.0,48.0,言,U+8A00
22,464.0,191.0,38.0,43.0,言,U+8A00
22,721.0,371.0,52.0,39.0,聞,U+805E
22,717.0,457.0,58.0,41.0,報,U+5831
22,728.0,546.0,42.0,47.0,壽,U+58FD
22,729.0,1015.0,48.0,44.0,壽,U+58FD
22,662.0,979.0,51.0,43.0,壽,U+58FD
22,720.0,604.0,64.0,37.0,弘,U+5F18
22,648.0,611.0,59.0,38.0,弘,U+5F18
22,511.0,759.0,70.0,41.0,弘,U+5F18
22,724.0,687.0,48.0,56.0,特,U+7279
22,650.0,422.0,52.0,66.0,特,U+7279
22,527.0,641.0,54.0,55.0,特,U+7279
22,733.0,738.0,40.0,37.0,旨,U+65E8
22,657.0,478.0,43.0,33.0,旨,U+65E8
22,722.0,777.0,65.0,44.0,超,U+8D85
22,729.0,854.0,48.0,47.0,右,U+53F3
22,721.0,901.0,61.0,67.0,尹,U+5C39
22,697.0,744.0,20.0,33.0,尹,U+5C39
22,732.0,975.0,43.0,49.0,李,U+674E
22,665.0,935.0,48.0,38.0,李,U+674E
22,594.0,312.0,42.0,55.0,李,U+674E
22,598.0,451.0,46.0,37.0,李,U+674E
22,532.0,397.0,41.0,34.0,李,U+674E
22,724.0,1054.0,67.0,53.0,慶,U+6176
22,667.0,1018.0,57.0,75.0,慶,U+6176
22,526.0,438.0,55.0,63.0,慶,U+6176
22,644.0,192.0,51.0,43.0,爲,U+7232
22,641.0,243.0,70.0,30.0,副,U+526F
22,648.0,283.0,58.0,38.0,修,U+4FEE
22,645.0,324.0,69.0,65.0,撰,U+64B0
22,652.0,374.0,52.0,43.0,亦,U+4EA6
22,657.0,546.0,54.0,42.0,前,U+524D
22,658.0,658.0,52.0,37.0,錄,U+9304
22,651.0,704.0,63.0,41.0,後,U+5F8C
22,666.0,750.0,30.0,27.0,白,U+767D
22,653.0,775.0,59.0,43.0,湖,U+6E56
22,653.0,820.0,67.0,37.0,陳,U+9673
22,658.0,851.0,59.0,46.0,達,U+9054
22,657.0,887.0,57.0,40.0,曰,U+66F0
22,581.0,186.0,53.0,41.0,申,U+7533
22,589.0,230.0,41.0,41.0,善,U+5584
22,585.0,275.0,55.0,40.0,溫,U+6EAB
22,591.0,370.0,42.0,33.0,后,U+540E
22,587.0,484.0,61.0,60.0,瑞,U+745E
22,584.0,540.0,64.0,44.0,雨,U+96E8
22,595.0,587.0,42.0,32.0,皆,U+7686
22,588.0,887.0,47.0,39.0,皆,U+7686
22,594.0,617.0,56.0,31.0,合,U+5408
22,604.0,645.0,34.0,37.0,於,U+65BC
22,579.0,674.0,61.0,47.0,被,U+88AB
22,583.0,724.0,61.0,52.0,選,U+9078
22,602.0,774.0,48.0,33.0,玉,U+7389
22,595.0,807.0,50.0,40.0,堂,U+5802
22,592.0,955.0,61.0,55.0,遺,U+907A
22,603.0,1037.0,57.0,65.0,請,U+8ACB
22,518.0,190.0,59.0,49.0,依,U+4F9D
22,524.0,260.0,50.0,46.0,孝,U+5B5D
22,530.0,354.0,40.0,36.0,朝,U+671D
22,524.0,505.0,56.0,50.0,億,U+5104
22,518.0,697.0,59.0,53.0,除,U+9664
22,524.0,794.0,60.0,65.0,文,U+6587
22,525.0,880.0,63.0,48.0,如,U+5982
22,517.0,922.0,64.0,50.0,領,U+9818
22,528.0,1020.0,63.0,74.0,盛,U+76DB
22,458.0,319.0,49.0,50.0,可,U+53EF
22,463.0,358.0,48.0,54.0,則,U+5247
22,459.0,425.0,46.0,49.0,上,U+4E0A
22,448.0,504.0,59.0,41.0,予,U+4E88
22,456.0,539.0,55.0,51.0,當,U+7576
22,454.0,654.0,55.0,53.0,置,U+7F6E
22,441.0,799.0,70.0,53.0,答,U+7B54
22,441.0,933.0,75.0,37.0,至,U+81F3
22,465.0,965.0,53.0,62.0,是,U+662F
22,380.0,184.0,57.0,63.0,是,U+662F
22,460.0,1030.0,52.0,46.0,有,U+6709
22,394.0,262.0,50.0,83.0,命,U+547D
22,388.0,352.0,62.0,56.0,臺,U+81FA
22,394.0,411.0,48.0,41.0,讀,U+8B80
22,395.0,452.0,39.0,51.0,爭,U+722D
22,322.0,296.0,45.0,51.0,辛,U+8F9B
22,322.0,352.0,59.0,29.0,巳,U+5DF3
22,250.0,226.0,51.0,30.0,九,U+4E5D
22,244.0,279.0,74.0,56.0,壬,U+58EC
22,264.0,330.0,46.0,72.0,午,U+5348
22,199.0,168.0,44.0,34.0,三,U+4E09
22,195.0,273.0,53.0,56.0,癸,U+7678
22,186.0,329.0,57.0,61.0,未,U+672A
22,207.0,597.0,52.0,52.0,奠,U+5960
22,204.0,644.0,54.0,53.0,于,U+4E8E
22,204.0,698.0,79.0,38.0,史,U+53F2
22,206.0,741.0,45.0,28.0,古,U+53E4
22,210.0,777.0,58.0,43.0,南,U+5357
22,215.0,821.0,54.0,50.0,外,U+5916
22,219.0,913.0,56.0,34.0,祖,U+7956
22,217.0,950.0,56.0,42.0,考,U+8003
22,227.0,1030.0,60.0,71.0,墓,U+5893
6,1333.0,159.0,83.0,80.0,藥,U+85E5
6,1335.0,231.0,80.0,55.0,房,U+623F
6,1342.0,285.0,68.0,60.0,都,U+90FD
6,1339.0,342.0,84.0,65.0,提,U+63D0
6,1251.0,153.0,72.0,84.0,提,U+63D0
6,1340.0,398.0,90.0,65.0,調,U+8ABF
6,1251.0,234.0,89.0,66.0,調,U+8ABF
6,1342.0,446.0,89.0,60.0,金,U+91D1
6,964.0,739.0,80.0,67.0,金,U+91D1
6,1346.0,500.0,65.0,52.0,壽,U+58FD
6,1340.0,547.0,88.0,78.0,興,U+8208
6,1348.0,691.0,87.0,79.0,假,U+5047
6,1370.0,765.0,62.0,55.0,注,U+6CE8
6,1367.0,811.0,73.0,56.0,書,U+66F8
6,1358.0,869.0,76.0,80.0,李,U+F9E1
6,1157.0,369.0,106.0,122.0,李,U+F9E1
6,677.0,741.0,100.0,74.0,李,U+F9E1
6,1362.0,932.0,87.0,78.0,聃,U+8043
6,1362.0,1010.0,102.0,91.0,命,U+547D
6,1264.0,286.0,53.0,37.0,左,U+5DE6
6,755.0,291.0,90.0,64.0,左,U+5DE6
